message,is_toxic,Perspective_Class,DPCNN,Strudel,Hate_Speech,Keita_Kurita,bagofcommunities
stupid late question: perhaps in the future life we could use -D or --disassembler-options=force-...?,0,1,1,1,0,1,1
"Oh, yes, so stupid mistake :) Thank you for observation, fixed.",0,1,0,1,0,1,0
error -> die. then you can drop the exit below.,0,1,0,1,0,0,1
should this be || die ?,0,1,0,1,0,0,1
"Roger.
 I was being *very* dumb.
 
 I went and talked with bsimmonet@ and then ate all my words back. Burp!",0,1,1,1,0,1,1
"How did it work before, w/o .open? (sorry, probably Roland would be the better reviewer than me, because I will ask too many stupid RTFM questions)",0,1,1,1,0,0,0
use `die`,0,1,0,1,0,0,0
drop the `|| die` part,0,1,1,1,0,0,1
kill,0,1,1,1,0,1,1
kill,0,1,1,1,0,1,1
kill,0,1,1,1,0,1,1
"I think we could simplify if we shuffle registers around a bit. For example (stupid but safe):
  
  MoveForRootRegisterRefactoring(scratch1, bytecode);
  pop(ebx); // We can pop here and remove all related logic afterwards.
  /* ... Dispatch with cmpb(scratch1, Immediate) ... */",0,1,0,1,0,0,1
useless spinlock,0,1,0,1,0,0,1
useless spinlock,0,1,0,1,0,0,1
"oh, stupid mistake, thank you.",0,1,1,1,0,1,0
I forgot to kill this TODO.,0,1,0,1,0,1,0
dev_dbg() or (preferably) just kill this,0,1,0,1,0,1,1
kill blank line,0,1,0,1,0,1,1
kill blank line,0,1,0,1,0,1,1
you should stick to $SYSROOT in src_* funcs,0,1,0,1,0,0,1
"Wow, stupid obvious mistake from my side, sorry for this..",0,1,1,1,0,1,0
this is what .Die() is for,0,1,0,1,0,1,1
max_tries * subprocess_tries,0,1,0,1,0,0,1
Is it really OK to kill eDP?,0,1,0,1,0,1,0
should probably return here or die,0,1,0,1,0,1,1
should we kill these off now ?,0,1,1,1,0,1,1
[nit] gatbage->garbage,0,1,1,1,0,1,1
"die(""Hang in romstage_main!\n"") would work well here.",0,1,0,1,0,0,0
"Yeah, I'm stupid. Done.",0,1,1,1,0,1,0
kill docstring args?,0,1,0,1,0,1,1
use `newbin recover_duts.sh recover_duts`,0,1,0,1,0,0,0
should || die here,0,1,1,1,0,0,1
"Sorry, there is also a stupid bug. I will fix this in next patch.",0,1,1,1,0,0,0
Need to kill off &periph_l_regs here.,0,1,1,1,0,1,1
should have `|| die` at the end of all these sed calls,0,1,0,1,0,0,1
needs || die,0,1,1,1,0,0,1
needs || die,0,1,1,1,0,0,1
needs || die,0,1,1,1,0,0,1
"odd.. missed in commit. let me re-upload, i must have done something stupid.",0,1,1,1,0,1,1
drop the `|| die`,0,1,1,1,0,0,1
this should have `|| die`,0,1,0,1,0,0,1
"Right, right. I'm an idiot.",0,1,1,1,0,1,1
drop the `die`,0,1,1,1,0,1,1
This might be a stupid question: why do we need a while loop to kill the child?,0,1,1,1,0,1,1
all these `die` can go away once you use EAPI=4,0,1,1,1,0,1,1
kill this,0,1,1,1,0,1,1
kill this,0,1,1,1,0,1,1
should add `|| die` here,0,1,0,1,0,0,0
debug_state.show_hit_test_borders = !debug_state.show_hit_test_borders;,0,1,0,1,0,0,1
you want `|| die` here,0,1,1,1,0,1,1
Probably a stupid question but is there any way we can just have this string passed as a command line switch when launching renderers?,0,1,1,1,0,0,1
Ya. I'd killl it.,0,1,0,1,0,1,0
"fwiw, all these elses should be removed.",0,1,0,1,0,0,1
"perhaps a stupid tweak, but this looks shorter and tinyish less ops:
 transitional_matches_.emplace_back(lower_user_text);
 match_it = transitional_matches.end() - 1;
 
 // though maybe does not compile, maybe does not work, may look more cryptic, YMMV, orthogonal to this change, sorry",0,1,1,1,0,0,0
"If you go through with this, kill these too.",0,1,1,1,0,1,1
put `|| die` at the end ?,0,1,0,1,0,0,1
We can kill it if you want.,0,1,0,1,0,1,1
Let's remove these accessors.,0,1,0,1,0,0,1
Destroy arcore_session_ and arcore_config.,0,1,0,1,0,0,1
Destroy arcore_session_ and arcore_config.,0,1,0,1,0,0,1
"Are waiting_for_response_ and is_load_to_different_document_ used somewhere else? If not, they should be removed.",0,1,0,1,0,0,1
"It'll hang and hopefully get killed by whatever runs the test. I'm fine with adding a timeout to fail after a minute, if you'd prefer that.",0,1,0,1,0,0,0
kill this.,0,1,1,1,0,1,1
just kill this,0,1,1,1,0,1,1
RSAPublicKey *PublicKey,0,1,0,1,0,0,1
remove final newline,0,0,0,0,0,0,1
this too should be moved into a src_* func,0,1,0,1,0,0,1
if (dx * dx + dy * dy > wiggle_max_dist_.val_ * wiggle_max_dist_.val_),0,1,0,1,0,0,0
int cnt = CONFIG_I2C_RETRY_CNT;,0,1,0,1,0,0,1
ScriptPromiseResolver is garbage collected,0,1,1,1,0,0,1
probably because I'm stupid :-),0,1,1,1,0,1,1
"Nope, I'm an idiot that forgot to rename the variables, and forgot to compile test before pushing. Fix coming.",0,1,1,1,0,1,1
add `|| die` here,0,1,0,1,0,0,0
"hmm, because I'm idiot and forget it's automatically loaded...",0,1,1,1,0,1,1
"Oh, stupid me, all I did was make it dereference invalid pieces of memory if the addresses are too big!
 
 I did manually test this and I found the expected partition size.
 Unfortunately, neither Storm nor any of our other upcoming Brillo devices have NAND big enough to trigger this. Proto 0.2's NAND is 8Gb (that's gigabits) and all the production devices will be much smaller.",0,1,1,1,0,1,1
Useless front_priv,0,1,0,1,0,0,1
"I don't understand this code. ABS_MT_SLOT is the finger number, right? So for a burst many single-finger touches, we'll keep overwriting slot[0], right?
 
 I thought you'd want to keep a 'last burst start time' and 'current burst count' fields and update on every touch end event.",0,0,0,0,0,0,1
"event_log should be eliminated by testlog, so let's do the migration now.",0,1,0,1,0,0,1
"...that was supposed to be 5 minutes, but I'm an idiot.",0,1,1,1,0,1,1
i think the latest trend is just to put garbage here...,0,1,0,1,0,0,1
this replicates drm_mode_copy/drm_mode_duplicate,0,1,0,1,0,0,1
"kClaStoreData
 kInsStoreData
 kP1MoreBlock
 kP1LastBlock",0,1,0,1,0,0,1
Oh. That was stupid. I should do less multitasking.,0,1,1,1,0,1,1
each of the .Error in this could be .Die. unless you plan on this being a func callable by other people ...,0,1,0,1,0,0,1
kill this blank line,0,1,1,1,0,1,1
Kill it :),0,1,1,1,0,1,1
"When I'm using openocd, I have to kill the openocd command, otherwise it keeps running in the background.",0,1,0,1,0,0,0
"sample_rb should be tracked and destroyed. Even if we reinitialize ANGLE between each test, we usually destroy all GL objects at the end of the test. The same goes for resolve_tex",0,1,0,1,0,0,1
bool create_on_right = prefer_leading != layout_is_rtl;,0,1,0,1,0,0,1
"existing code that leverages this doesn't, but looking at the script in question...I think it's because I'm an idiot and I should just do that.",0,1,1,1,0,0,1
use cros_build_lib.Die instead of logging+exit,0,1,0,1,0,0,1
you can drop these `die`,0,1,1,1,0,1,1
garbage,0,1,1,1,0,1,1
You menat read_size?,0,1,0,1,0,0,1
use `die` instead of `echo; exit`,0,1,0,1,0,0,1
should probably put `|| die` after these,0,1,0,1,0,0,1
i want to kill all packages files. let's not add any new ones :).,0,1,0,1,0,0,1
Dumb Q: how come we can't use std::make_unique here? I don't quite understand the comment about the private constructor.,0,1,1,1,0,1,1
"Oh my, I'm an idiot. Please disregard, need coffee :/",0,1,1,1,0,1,1
Done,0,0,0,0,0,0,0
how about just killing IsInitialized() now in favor of checking is_initialized_ directly?,0,1,0,1,0,0,1
Nit: Nonexist*e*nt.,0,1,0,1,0,0,0
browser_state_ = nullptr;,0,1,0,1,0,0,1
"I think you should only add pins_wp, remove others under mmc1_pins_default",0,1,0,1,0,0,1
kill(2),0,1,1,1,0,1,1
should we kill the timer here before suspend?,0,1,0,1,0,0,1
"Just a stupid question, but might not be important now. What if user specify -p internal:bus=spi and -p ec at the same time?",0,1,1,1,0,0,1
80cols? Perhaps die on next line,0,1,0,1,0,0,0
"cros_build_lib.Die()
 
 then drop import sys",0,1,0,1,0,0,1
Done,0,0,0,0,0,0,0
"ah. I was stupid. yes, greater-than is my recommendation.",0,1,1,1,0,1,1
"I wasn't sure what you wanted to DCHECK, took a stab.",0,1,0,1,0,0,0
All of your docstrings should end with an empty line.,0,1,0,1,0,0,1
add `|| die`,0,1,0,1,0,0,0
"Nice idea! I like getting rid of the ifdefs, changed.",0,1,0,1,0,0,0
"I'm not convinced this is safe. Another bit of code could have reaped this pid in a sigchld handler, in which case this waitpid may hang forever on a recycled pid.",0,1,0,1,0,0,1
"Stupid question, but why *are* we preserving newlines here?
 
 optparse reformats to term widths last I knew; this disables that.",0,1,1,1,0,1,1
Done,0,0,0,0,0,0,0
One of our policies that I would like to kill...,0,1,0,1,0,1,1
These prepare() and unprepare() callbacks are empty. Can't you just kill them?,0,1,0,1,0,1,1
use: doins org.chromium.Chaps.conf || die,0,1,0,1,0,0,1
should put a trailing slash after usr/bin/ and add `|| die` so we abort on failure,0,1,0,1,0,0,1
"dobin ""${T}""/clang++.sh || die",0,1,1,1,0,0,0
I like Die.,0,1,1,1,0,1,1
"cros_build_lib.Die('Unknown value for ""cache_crx"" %s for %s', cache_crx, ids)",0,1,0,1,0,0,1
"once you have EAPI=4, you can drop all of these die",0,1,1,1,0,1,1
should this also have an `|| die`,0,1,0,1,0,0,1
mouse_handler_ = nullptr,0,1,0,1,0,0,1
void __iomem *virt_addr;,0,1,0,1,0,0,1
Garbage URLs will crash this. We should wrap this in a try/catch (for URISyntaxException).,0,1,0,1,0,1,1
You are overwriting GCC_FLAGS with the hardened flags,0,1,0,1,0,0,1
"Use json.dump, json.load instead of doing your own string parsing.
 
 You can json.dump to sys.stdout, don't use json.dumps.",0,1,0,1,0,1,1
You already convert pid to int... so how about %d?,0,1,0,1,0,0,1
"Ah, sorry for this stupid mistake.
 And it should be at() rather than get() by the way.
 Done.",0,1,1,1,0,0,0
use `die` instead of `echo && exit`,0,1,0,1,0,0,1
use `die` instead of `echo && exit`,0,1,0,1,0,0,1
"Done.
 
 Really, nothing special. Gotta name it something. It's a stupid term that I came up for a thing that I had to do :(",0,1,0,1,0,0,1
this initialization is useless.,0,1,0,1,0,0,1
"line 30 - lol. yeah, let's kill it.",0,1,0,1,0,1,0
"comment what these bools stand for
 e.g. /* is_native */",0,1,0,1,0,0,0
"drop the `insinto` and replace the `doins` with:
 dobin build/gavd/gavd || die",0,1,0,1,0,0,1
comma in previous line,0,0,0,0,0,0,1
"edit: Okay, pylint just told me that I'm an idiot and that you meant the error() function in argparse instead.",0,1,1,1,0,1,1
"you aren't inherting any eclass that'd set up things, and you aren't setting SRC_URI, so this dummy func isn't needed. just delete it.",0,1,0,1,0,0,1
"you aren't inherting any eclass that'd set up things, and you aren't setting SRC_URI, so this dummy func isn't needed. just delete it.",0,1,0,1,0,0,1
"You could try:
 * STATE_SENDING_CMD11
 * STATE_WAITING_CMD11_DONE",0,1,0,1,0,0,0
delete the die calls here w/emake,0,1,0,1,0,0,1
"Hi, Colin,
 Please forget my idiotic question. I got mixed up this for a while after reading the description I mentioned above. Sorry to annoying.",0,1,0,1,0,1,0
"I would actually kill the child here, then abort() yourself ... that way init(1) will respawn on us (note that /etc/init/p2p.conf has 'respawn') and we start over with a clean slate.",0,1,1,1,0,1,1
sizing_info = *intrinsic_sizing_info_;,0,1,0,1,0,0,1
this init needs to be removed.,0,1,0,1,0,0,1
"You could record the PID of the bot in a file after you kick it off, then kill the bots by using os.kill.
 
 Even if you continue using ""ps a"", I think it's better to use python's re and os modules than shelling out to grep awk and kill.",0,1,1,1,0,0,1
struct mmu_memrange *prev_range = NULL;,0,1,0,1,0,0,1
We should remove eyaich@ and sullivan@ here.,0,1,0,1,0,0,1
"No, I'm being stupid.",0,1,1,1,0,1,1
WDYT about this idea? shimazu@ kinuko@,0,1,0,1,0,0,0
chown chronos $SWAP_FIELD_TRIAL_ENROLLED,0,1,0,1,0,0,1
"Should we put this into platform/wtf/HashFunctions.h ?
 e.g. struct SimplePtrHash<T> : PtrHash<T> { ... }",0,1,0,1,0,0,1
"Ok... I get why you've got those print statements in there. Kill them, and invoke the test with -v; it'll give you better output, making those prints unnecessary for debugging/development of these unittests.
 
 Frankly, unittest runner's default of being stupidly quiet is obnoxious. :)",0,1,0,1,0,0,1
grep! I want to die. Thanks for the pointers.,0,1,0,1,0,0,0
mChildWindow != nullptr,0,1,0,1,0,0,1
"Dumb unicode question, can you just .encode('utf-8') instead?",0,1,1,1,0,1,1
can drop the ||die,0,1,1,1,0,0,1
same dumb question,0,1,0,1,0,1,1
"AdbCommandFailedError is a subclass of CommandFailedError, so I think that's ok.",0,1,0,1,0,0,0
create a new src_configure and move the econf call to that. drop the `|| die` too.,0,1,0,1,0,0,1
WithParamInterface should be removed now.,0,1,0,1,0,0,1
rcomp_targets = StrenghtenedRcompTarget;,0,1,0,1,0,0,1
Kill empty this empty space.,0,1,1,1,0,1,1
Should encrypted_size == packet_size?,0,1,0,1,0,0,1
"ack, i'll remove them all.",0,1,0,1,0,0,1
Done. PS2 will nuke up.sh and down.sh.,0,1,1,1,0,0,0
"you should do something like:
 
  [[ $# -eq 3 ]] || die ....",0,1,0,1,0,0,0
This will kill all modes > 2160...,0,1,1,1,0,0,1
don't do this. you spawned the processes which means you have handles to the processes. kill them directly.,0,1,0,1,0,1,1
"This should be die() (or, really, just take out the whole switch() and assert(bus == 0), like in mtk_spi_init()).",0,1,0,1,0,0,1
delete the `die`,0,1,1,1,0,1,1
delete the `die`,0,1,1,1,0,1,1
"should call Die like:
 
  cros_build_lib.Die('Exiting...')",0,1,1,1,0,1,1
"nit: FWIW, rather than extracting you should also be able to just do
 
  cbfstool ""$rw_image_file"" extract -n ""$cbfs_name"" -f ecrw -r FW_MAIN_A",0,1,0,1,0,0,1
"true, you don't want that.
 
 does `pkill -KILL -e -P $$` do what you need ?",0,1,1,1,0,0,1
innerText = newTimestamp.fromNow,0,1,0,1,0,0,1
mtf=_MTF...,0,1,0,1,0,0,1
failed_download_id_ = failed_download_id;,0,1,0,1,0,0,1
"Hmm... Interesting. Does the inspect mode work with touchscreen? You can try that with Ctrl+Shit+C in DevTools, and then touching on the page should reveal the element in DevTools.
 
 If that works, I guess we can remove the handling.
 Also note, that we do not really care about the primary pointer - any would work for us I guess.",0,1,0,1,0,0,0
const MB_MODE_INFO *mbmi,0,1,0,1,0,0,1
"edit: Also, I'm an idiot and it should of course be 4 bytes per pixel in the framebuffer for RGB888. So, same question, but make the math 1366 * 4 = 5464 and ALIGN_UP(1366 * 4, 16) = 5472.",0,1,1,1,0,1,1
What specific dirty bit? DIRTY_BIT_ATTRIB or DIRTY_BIT_BINDING?,0,1,0,1,0,1,1
error_message_ = error_message,0,1,0,1,0,0,1
Should these use kShelfDefaultBaseColor instead of separately hardcoding black?,0,1,0,1,0,0,1
"The next CL (needed by) moves the #ifdef above this function. This CL just nuked NR_syscalls from all ""my"" code but left it for the CONFIG_FTRACE_SYSCALLS wrapper garbage.",0,1,0,1,0,0,1
"I think you need
 
  hit_test_region_ = *state_.input_region;",0,1,0,1,0,0,1
sl * oxcf->ts_number_layers,0,1,0,1,0,0,1
these paren make no sense. delete them,0,1,0,1,0,0,1
Utter rebase fail =\,0,1,0,1,0,0,1
enctrace.h deosn't exist. Remove.,0,1,0,1,0,0,1
"Potentially dumb question: is the ""\n"" here going to wreak havok with window's crlf?",0,1,0,1,0,1,1
you are hardcoding 0 here and using EC_VER_PD_CHIP_INFO_VERSION above,0,1,0,1,0,0,0
you should [[ -f ${fname} ]] instead,0,1,1,1,0,0,1
I'd be a bit amazed if we didn't already have a function that does this... might want to do some checking around.,0,0,0,0,0,0,0
Removed the file from the CL.,0,0,0,0,0,0,1
"Remove ""as ful"" and just use ""ui""",0,0,0,0,0,0,1
"there is one file main.py required the 755 mode, so I think 755 should be fine.",0,0,0,0,0,0,1
"Likely a stupid concern on my part, but since this is accessing the porttree dbapi... we're positive this won't affect remote prebuilts that haven't yet been downloaded?",0,1,0,1,0,0,1
Couldn't figure out a great way of doing this :(,0,0,0,0,0,0,0
"Stupid question: at this point you have only filled the FIFO, it is not necessarily empty yet, right? Will it still drain on its own after you disable the transfer bit, or do you maybe need to wait until fifolr[5:0] == 0?",0,1,1,1,0,1,1
"Oops, I completely missed that the UMA is only about username, despite it having ""username"" in its name. That was stupid of me. Fixed now!",0,1,0,1,0,0,0
Useless comment. Delete please.,0,1,0,1,0,0,0
"It's my stupidity. I forgot:
 
  pinctrl-names = ""default"";",0,1,0,1,0,1,1
platform/wtf/text/TextEncoding.h,0,1,0,1,0,0,1
platform/wtf/text/TextEncoding.h,0,1,0,1,0,0,1
"oops, It was a stupid mistake",0,1,1,1,0,0,1
Maybe a stupid question: where's this variable defined?,0,1,1,1,0,1,1
struct mtk_smi_common *smi,0,1,0,1,0,0,1
struct mtk_smi_common *smi,0,1,0,1,0,0,1
"Obviously a typo. It should be command instead of a dot, e.g.
 ps -ewwLo pid,lwp,comm,cmd",0,1,0,1,0,0,1
"I would have guessed that this would show up right next to:
 
  #define CONFIG_SPI_FLASH_WINBOND
 
 ...that's in exynos5-common.h. Should that define move here, or should this define move there?",0,0,0,0,0,0,1
d0 ** 2 + d1 ** 2,0,1,0,1,0,0,1
value128_ = kUuidBase;,0,1,0,1,0,0,1
const struct bo_ops *bo_ops;,0,1,0,1,0,0,1
S Novim Godom!!,0,1,0,1,0,0,1
"/**
  * @param {!device.mojom.UsbDeviceManagerProxy} usbManager
  */",0,1,0,1,0,0,1
nit: nullptr /* stream_override_params */,0,1,0,1,0,0,1
nit: nullptr /* stream_override_params */,0,1,0,1,0,0,1
/* component_id */,0,1,0,1,0,0,1
/* loader_factory */,0,1,0,1,0,0,1
/* is_opaque */,0,1,0,1,0,0,1
/* LIBQMIDEV_QMIDEV_H */,0,1,0,1,0,0,1
nit: #endif /* CONFIG_USB_PD_TCPM_MUX */,0,1,0,1,0,0,1
add platform/wtf/text/TextEncoding.h,0,1,0,1,0,0,1
/* gpu_fence */,0,1,0,1,0,0,1
/* LIBQMI_MOCK_H */,0,1,0,1,0,0,1
/* LIBQMIDEV_DEV_H */,0,1,0,1,0,0,1
nullptr /* blob_url_token */,0,1,0,1,0,0,1
nullptr /* error_message */,0,1,0,1,0,0,1
nullptr /* controller_service_worker_info */,0,1,0,1,0,0,1
nullptr /* controller_service_worker_info */,0,1,0,1,0,0,1
nit: nullptr /* out_static_user_agent_settings */,0,1,0,1,0,0,1
nit: nullptr /* AbortSignal */,0,1,0,1,0,0,1
Add /* component_id */,0,1,0,1,0,0,0
/* LIBQMI_QMIMSG_H */,0,1,0,1,0,0,1
/* LIBQMI_QMIDEV_H */,0,1,0,1,0,0,1
/* AbortSignal */,0,1,0,1,0,0,1
/* is_incognito */,0,1,0,1,0,0,1
/* top_level_url */,0,1,0,1,0,0,1
/*start_time*/,0,1,0,1,0,0,1
bool /* notify_a11y */,0,1,0,1,0,0,1
Nit: Add /* autopresent */,0,1,0,1,0,0,0
Nit: Add /* autopresent */,0,1,0,1,0,0,0
"LDFLAGS should always be before the objects and libs. you should also add CFLAGS while you're here.
 
  $(CC) $(CFLAGS) $(LDFLAGS) -o $@ $(obj-cm) $(LIBS)",0,1,0,1,0,0,0
"nit: you could write this as:
 ```
 setAttribute(html_names::kAriaLabelAttr,
  WTF::AtomicString(GetLocale().QueryString(
  muted ? WebLocalizedString::kAXMediaUnMuteButton
  : WebLocalizedString::kAXMediaMuteButton)));
 ```",0,1,0,1,0,0,1
Replaced this function with Key(). operator() does not help for WTF::HashMap.,0,1,0,1,0,0,1
Replaced this function with Key(). operator() does not help for WTF::HashMap.,0,1,0,1,0,0,1
Bad rebase,0,1,0,1,0,0,1
Dumb question: where is this new mnOutlineLevel variable ever used?,0,1,1,1,0,1,1
"dummy initialization might make GCC5.3 happy but they are making me unhappy by increasing the code size.
 If this GCC version has broken warnings, can we avoid to use it ?",0,1,0,1,0,0,1
"stupid question: How naive is this logic's concept of a ""day""? I.e: If the day has a leap second - in which case the day will be one second longer or (rarely) shorter - will this work correctly?",0,1,1,1,0,0,1
"Still very new to the NDK, so this is probably a dumb question:
 
 Don't we run both GCC and Clang? When I run this it prints GCC, and I don't see an option in --help that switches between the two (or anything in run-tests.sh that would indicate an undocumented switch).",0,1,0,1,0,0,1
"I'm stupid, of course we don't have CSSValues here.
 
 We could just add a Create-function that takes a String. As you can see, the CSSValue one immediately converts to String anyway.
 
  static CSSUnsupportedStyleValue* Create(const String& value) {
  return MakeGarbageCollected<CSSUnsupportedStyleValue>(value);
  }",0,1,1,1,0,1,1
"Yes, you're right, there is a double free happening here, god catch. Dumb mistake.
 Do you think that there must be symmetry?
 Why can't something get a factory create and ordinary destruction?",0,1,0,1,0,0,1
"Again, bad rebase?",0,1,0,1,0,0,1
I'm dumb and forgot how this works. Instead of calling OnSeekFrameSuccess() we only execute OnVideoSeekedForTrackChange().,0,1,1,1,0,1,1
add platform/wtf/text/TextEncoding.h,0,1,0,1,0,0,1
dumb q -- where does params.skipped get changed between here and a few lines up when it's set to 0?,0,1,1,1,0,1,1
"Acknowledged KISS
 
 The issue is that data corruption can be sourced by the eMMC and over time can turn into something serious. A large number of small fixes each boot are better than a discovered perfects storm when one has both data corruption and an unclean shutdown.
 
 Android Auto (which boots often) would have an issue with this. We would want to institute one of the following if a full has not been done over some period of time (eg: 7 days) or over some number of reboots (eg: 30)
 
 
 1) on shutdown request, reboot into recovery, fsck full the filesystem, then shutdown.
 2) periodically on boot, do a full",0,0,0,1,0,0,1
"Stupid question: will this data stream ALWAYS ALWAYS match the data written on line 157 and on?
 
 Or is it possible that we will in a later version change the data we write/read and then this can go crazy?
 
 If that's a possibility I would recommend making the first field you write out an integer, currently ""1"", to state that this is serialization format #1.
 
 In the read code, read the int back and make sure it's 1. If it's not, don't attempt to read the object stream since it's written by a later tool.",0,0,0,1,0,0,1
ioctl may fail leaving device_name initialized to stack junk.,0,1,0,1,0,0,1
"the false means nothing there, should prob be:
 
  boolean hasContentToDisplay = myDisplaySingleRoot ? hasRootItem : myItemStack.size() > 1;",0,0,0,0,0,0,1
"It would be nicer to use ""size_t old_fingerprint_end = old_sdp.strspn(""\r\n""), but it seems that wtf::String doesn't have a strspn equivalent. This will work.",0,1,0,1,0,0,1
"Is the static_cast<const...> actually necessary?
 
 And is duplication of a one-liner really that bad? const_cast is really ugly, no matter where you put it. I'd rather see the logic of getting the vector element duplicated than the const_cast...",0,0,0,0,0,0,0
"#include ""platform/wtf/Allocator.h"" for STATIC_ONLY.",0,1,0,1,0,0,1
"That's a bad name. What is lazy about it?
 
 Most team members were not in favor of lambdas in the past. That's where CodeOutput came in.",0,0,0,0,0,0,1
"We are in Blink code here, so we should be using WTF::Mutex instead here.",0,1,0,1,0,0,1
"i'm not sure about this. it's probably not a good idea to make germd willing to kill any pid that gets sent to it, even if it isn't something that the current process started.",0,1,0,1,0,0,1
"oops. no, i meant to leave everything, even though it's not obviously useful. although i'm really tempted to kill _XIAFS_SUPER_MAGIC -- http://en.wikipedia.org/wiki/Xiafs -- and i suspect that there are other obsolete ones here.",0,0,0,0,0,0,1
"KISS:
 
 if (pid & entry.getPid() && (pid != entry.getPid()))",0,0,0,0,0,0,0
Oops. Bad rebase.,0,0,0,0,0,0,0
svx is even worse - that's a cyclic dependency!,0,0,0,0,0,0,1
"Dumb question: After the dongle is removed after the test finishes, does the next dongle inserted (potentially the same dongle) go back to getting a DHCPed address?",0,1,0,1,0,0,1
"This seems fragile and not well documented - i.e., . Why not have CGroups.__init__ take a pid argument, and have this function look up its parent tree for the first one with a pid?",0,1,0,1,0,0,1
"Some sort of silly typing or copy/paste error that I missed on final checking of the code.
 Thank you for fixing this, too.",0,0,0,0,0,0,0
Stupid question: Does AddEntry+DelEntry avoidance buy us less race conditions to minimize rdebug crashes or it is a performance optimization?,0,1,1,1,0,1,1
"Globals are bad.
 Create these in the parent process and pass them down to the subprocesses.",0,1,0,1,0,0,1
"nit: no need of WTF::, here and below",0,1,0,1,0,0,1
"nit: you could write this as:
 ```
 setAttribute(html_names::kAriaLabelAttr,
  WTF::AtomicString(GetLocale().QueryString(
  muted ? WebLocalizedString::kAXMediaUnMuteButton
  : WebLocalizedString::kAXMediaMuteButton)));
 ```",0,1,0,1,0,0,1
It is coming from iterating the edges member which is a WTF::Vector.,0,1,0,1,0,1,0
They should be equivalent in this case. But the styleguide says to prefer our WTF versions.,0,1,0,1,0,0,1
"this is a WTF::Vector, so wtf_size_t?",0,1,1,1,0,1,0
"dummy sgtm, also stub/fake might be an alternative if you find it better than dummy.",0,1,0,1,0,0,1
Fake git sha1 here. Image is a mutant that wasn't built from any specific point in the tree. This won't be typical once we get to production / stable images.,0,1,0,1,0,0,1
"This was dumb and obviously never found any bugs. I renamed it to prettyPrinted to clarify that it doesn't print anything, but merely returns a string.
 
 The previous override on the clusterfuzz side also just replaced this with a non-printing method.",0,1,1,1,0,0,1
nit: drop WTF::,0,1,0,1,0,1,1
Would you use WTF::String in Blink?,0,1,0,1,0,1,1
Stupid question: why is this a TODO? Is there something else we should do?,0,1,1,1,0,1,0
"IIRC dumb mapping of non-dumb buffers is not supported. It happens to work on some drivers, but we should probably not rely on it too much...",0,1,0,1,0,1,1
"Stupid question: What are these two properties for, doesn't the gpios property reference already uniquely identify the GPIO?",0,1,1,1,0,1,1
"silly nit but ""kNavigate""",0,1,0,1,0,0,0
"Nit: sorry if this is a dumb questin, but why do you need the blocks? Can't you just reuse the objects vector like it is on line 88?",0,1,0,1,0,0,0
"Stupid question for Peter/Bill/Vince: what does this ""200 * cfreq"" mean? vco can't be less than 200MHz? Is this a requirement for all PLLs?",0,1,1,1,0,1,1
Why check physical_address? I think that's redundant...,0,1,0,1,0,0,0
Can we move the macro to platform/wtf/Assertions.h?,0,1,0,1,0,0,1
"I don't know how all these config files work; my question may seem stupid.
 
 What makes the 'exec' happen only on the 'start' path, and not the 'stop' path?",0,1,0,1,0,0,1
"assert_* also checks for a primary board corresponding to the variant you requested. Think the get should stay simple and stupid, and the choose should error if a broken overlay is chosen.",0,1,1,1,0,0,1
any reason we're not using DRM_IOCTL_VIRTGPU_MAP (defined in <virtgpu_drm.h>)? Do we get lucky with the dumb map because in the host??,0,1,0,1,0,0,1
"Oh, sorry, I didn't noticed you use the hex value, I'm so stupid :)",0,1,1,1,0,0,0
"I feel stupid, but I don't see why there needs to be the ""+1"", when the counter being zero already prevents autofilling.",0,1,1,1,0,0,1
This is a stupid mistake. Thanks for catching that.,0,1,1,1,0,0,0
ditto re naked pointers.,0,1,0,1,0,1,1
ditto re naked pointers,0,1,0,1,0,1,1
Really sorry about that. It was a stupid mistake.,0,1,1,1,0,0,0
:) silly me!,0,1,0,1,0,0,0
"I don't got it: if I remove virtio_dumb_resolve_format, this will change dumb path, you mean this won't introduce regression for dumb? 
 This abosolutely won't change virgl path.
 
 Or you mean use the dumb verion to replace the current virgl version?",0,1,1,1,0,0,1
"You're not following because I'm not making sense. My argument was based on future code superimposed onto this function. I'll use your suggestion in the next version.
 
 It's late... I need to quit before I say more dumb things.",0,1,1,1,0,0,1
"Dumb question: In this little drawing, what are the bounds of the physical display?",0,1,1,1,0,1,0
"oh, I'm sorry, my stupidity in bash and confusing with normal language's return value. return 0 means true here. cool.",0,1,1,1,0,0,0
SessionOwner session_owner_ = SessionOwner::kTracingController;,0,1,0,1,0,0,1
"/tmp/chrome_root should probably be retrieved from the enviornment variable $CHROME_ROOT, if possible",0,1,0,1,0,0,1
These pmu_access structs should be static.,0,1,0,1,0,0,1
"How about something like this?
 
  constexpr SkColor kBubbleColor =
  SkColorSetARGBMacro(0x9E, 0x9E, 0x9E, 0xFF);",0,1,0,1,0,0,0
Remove all SUPPORT_CHECKSUM since your i2c has implemented it.,0,1,0,1,0,0,1
!chromeos.machineLearning.mojom.PageHandlerProxy,0,1,0,1,1,0,1
S5M *PMIC* would help,0,1,0,1,0,0,1
